variant,threads,N,K,chunk,time
sequential,1,1000000,28,0,154.312849
static,1,1000000,28,0,152.219637
dynamic,1,1000000,28,4,152.204783
guided,1,1000000,28,4,151.971856
sequential,1,1000000,28,0,152.085357
static,1,1000000,28,0,152.126024
dynamic,1,1000000,28,16,154.567302
guided,1,1000000,28,16,152.560764
sequential,1,1000000,28,0,152.521763
static,1,1000000,28,0,152.500638
dynamic,1,1000000,28,16,152.199095
guided,1,1000000,28,16,151.966490
sequential,1,1000000,28,0,154.215614
static,1,1000000,28,0,152.156764
dynamic,1,1000000,28,16,151.934983
guided,1,1000000,28,16,152.115470
sequential,1,1000000,28,0,151.925044
static,1,1000000,28,0,154.164427
dynamic,1,1000000,28,64,154.080115
guided,1,1000000,28,64,152.040412
sequential,1,1000000,28,0,152.070370
static,1,1000000,28,0,152.129756
dynamic,1,1000000,28,64,151.943494
guided,1,1000000,28,64,151.860222
sequential,1,1000000,28,0,154.573804
static,1,1000000,28,0,152.075031
dynamic,1,1000000,28,64,152.369308
guided,1,1000000,28,64,152.189639
sequential,2,1000000,28,0,152.351874
static,2,1000000,28,0,76.644964
dynamic,2,1000000,28,1,76.485244
guided,2,1000000,28,1,78.789238
sequential,2,1000000,28,0,152.813068
static,2,1000000,28,0,76.073034
dynamic,2,1000000,28,1,76.069697
guided,2,1000000,28,1,76.425468
sequential,2,1000000,28,0,151.949897
static,2,1000000,28,0,76.170212
dynamic,2,1000000,28,1,76.395106
guided,2,1000000,28,1,76.109453
sequential,2,1000000,28,0,153.996437
static,2,1000000,28,0,76.410609
dynamic,2,1000000,28,4,76.226473
guided,2,1000000,28,4,76.176999
sequential,2,1000000,28,0,152.040412
static,2,1000000,28,0,76.111036
dynamic,2,1000000,28,4,76.059300
guided,2,1000000,28,4,76.170015
sequential,2,1000000,28,0,152.961457
static,2,1000000,28,0,76.198058
dynamic,2,1000000,28,4,78.967187
guided,2,1000000,28,4,76.253473
sequential,2,1000000,28,0,152.173584
static,2,1000000,28,0,76.131761
dynamic,2,1000000,28,16,76.220815
guided,2,1000000,28,16,76.270891
sequential,2,1000000,28,0,151.885128
static,2,1000000,28,0,76.551982
dynamic,2,1000000,28,16,76.829421
guided,2,1000000,28,16,79.611208
sequential,2,1000000,28,0,152.381141
static,2,1000000,28,0,76.524353
dynamic,2,1000000,28,16,76.324370
guided,2,1000000,28,16,76.153863
sequential,2,1000000,28,0,152.262510
static,2,1000000,28,0,76.237764
dynamic,2,1000000,28,64,76.183662
guided,2,1000000,28,64,76.087205
sequential,2,1000000,28,0,154.435094
static,2,1000000,28,0,76.154942
dynamic,2,1000000,28,64,76.910035
guided,2,1000000,28,64,76.520789
sequential,2,1000000,28,0,151.955128
static,2,1000000,28,0,76.101450
dynamic,2,1000000,28,64,76.166017
guided,2,1000000,28,64,76.235275
sequential,4,1000000,28,0,151.891469
static,4,1000000,28,0,40.066330
dynamic,4,1000000,28,1,40.295290
guided,4,1000000,28,1,49.167023
sequential,4,1000000,28,0,152.213581
static,4,1000000,28,0,40.210574
dynamic,4,1000000,28,1,40.404751
guided,4,1000000,28,1,40.061632
sequential,4,1000000,28,0,152.088818
static,4,1000000,28,0,40.206036
dynamic,4,1000000,28,1,64.899278
guided,4,1000000,28,1,63.639719
sequential,4,1000000,28,0,233.309183
static,4,1000000,28,0,67.693373
dynamic,4,1000000,28,4,69.825646
guided,4,1000000,28,4,68.102052
sequential,4,1000000,28,0,246.266121
static,4,1000000,28,0,68.544130
dynamic,4,1000000,28,4,69.062219
guided,4,1000000,28,4,57.502283
sequential,4,1000000,28,0,232.564657
static,4,1000000,28,0,78.065238
dynamic,4,1000000,28,4,68.000945
guided,4,1000000,28,4,65.415842
sequential,4,1000000,28,0,236.651660
static,4,1000000,28,0,53.327489
dynamic,4,1000000,28,16,53.478729
guided,4,1000000,28,16,66.584510
sequential,4,1000000,28,0,216.740754
static,4,1000000,28,0,54.725385
dynamic,4,1000000,28,16,80.800478
guided,4,1000000,28,16,66.470881
sequential,4,1000000,28,0,231.421382
static,4,1000000,28,0,63.754199
dynamic,4,1000000,28,16,66.973887
guided,4,1000000,28,16,63.240747
sequential,4,1000000,28,0,224.069958
static,4,1000000,28,0,64.097303
dynamic,4,1000000,28,64,67.907925
guided,4,1000000,28,64,70.231070
sequential,4,1000000,28,0,219.925367
static,4,1000000,28,0,60.655669
dynamic,4,1000000,28,64,61.091562
guided,4,1000000,28,64,60.812424
sequential,4,1000000,28,0,220.314242
static,4,1000000,28,0,54.105910
dynamic,4,1000000,28,64,478.332520
guided,4,1000000,28,64,65.980356
sequential,8,1000000,28,0,223.961011
static,8,1000000,28,0,49.780753
dynamic,8,1000000,28,1,49.721902
guided,8,1000000,28,1,49.074483
sequential,8,1000000,28,0,224.749955
static,8,1000000,28,0,49.878129
dynamic,8,1000000,28,1,49.780396
guided,8,1000000,28,1,49.182604
sequential,8,1000000,28,0,223.316056
static,8,1000000,28,0,50.418411
dynamic,8,1000000,28,1,49.996252
guided,8,1000000,28,1,49.958978
sequential,8,1000000,28,0,213.371658
static,8,1000000,28,0,43.448392
dynamic,8,1000000,28,4,42.674408
guided,8,1000000,28,4,42.965269
sequential,8,1000000,28,0,206.581942
static,8,1000000,28,0,42.820628
dynamic,8,1000000,28,4,42.833724
guided,8,1000000,28,4,42.604954
sequential,8,1000000,28,0,299.607098
static,8,1000000,28,0,31.425434
dynamic,8,1000000,28,4,32.899590
guided,8,1000000,28,4,37.021520
sequential,8,1000000,28,0,148.270950
static,8,1000000,28,0,31.418911
dynamic,8,1000000,28,16,31.583187
guided,8,1000000,28,16,32.058597
sequential,8,1000000,28,0,146.031958
static,8,1000000,28,0,31.389498
dynamic,8,1000000,28,16,31.158394
guided,8,1000000,28,16,31.505513
sequential,8,1000000,28,0,149.643128
static,8,1000000,28,0,30.840949
dynamic,8,1000000,28,16,30.873860
guided,8,1000000,28,16,30.664436
sequential,8,1000000,28,0,160.967734
static,8,1000000,28,0,36.285363
dynamic,8,1000000,28,64,35.518553
guided,8,1000000,28,64,35.155444
sequential,8,1000000,28,0,159.037384
static,8,1000000,28,0,32.570655
dynamic,8,1000000,28,64,34.326880
guided,8,1000000,28,64,35.508588
sequential,8,1000000,28,0,158.183601
static,8,1000000,28,0,39.057359
dynamic,8,1000000,28,64,37.267772
guided,8,1000000,28,64,42.971172
sequential,16,1000000,28,0,159.965580
static,16,1000000,28,0,33.326659
dynamic,16,1000000,28,1,33.376055
guided,16,1000000,28,1,33.857121
sequential,16,1000000,28,0,167.303520
static,16,1000000,28,0,41.129672
dynamic,16,1000000,28,1,41.905152
guided,16,1000000,28,1,45.453016
sequential,16,1000000,28,0,174.424228
static,16,1000000,28,0,39.432305
dynamic,16,1000000,28,1,48.819755
guided,16,1000000,28,1,48.051450
sequential,16,1000000,28,0,171.609108
static,16,1000000,28,0,38.940579
dynamic,16,1000000,28,4,46.412044
guided,16,1000000,28,4,42.374542
sequential,16,1000000,28,0,166.796492
static,16,1000000,28,0,43.668689
dynamic,16,1000000,28,4,40.584348
guided,16,1000000,28,4,48.983085
sequential,16,1000000,28,0,164.797277
static,16,1000000,28,0,35.654467
dynamic,16,1000000,28,4,38.826332
guided,16,1000000,28,4,50.203497
sequential,16,1000000,28,0,185.196781
static,16,1000000,28,0,36.755009
dynamic,16,1000000,28,16,39.625725
guided,16,1000000,28,16,38.758083
sequential,16,1000000,28,0,210.878476
static,16,1000000,28,0,56.013427
dynamic,16,1000000,28,16,56.320835
guided,16,1000000,28,16,40.222940
sequential,16,1000000,28,0,154.359238
static,16,1000000,28,0,32.124875
dynamic,16,1000000,28,16,32.858358
guided,16,1000000,28,16,32.329082
sequential,16,1000000,28,0,162.638156
static,16,1000000,28,0,35.752761
dynamic,16,1000000,28,64,33.953133
guided,16,1000000,28,64,32.122008
sequential,16,1000000,28,0,160.918398
static,16,1000000,28,0,31.536589
dynamic,16,1000000,28,64,32.357979
guided,16,1000000,28,64,32.507373
sequential,16,1000000,28,0,147.214021
static,16,1000000,28,0,31.503014
dynamic,16,1000000,28,64,33.189644
guided,16,1000000,28,64,31.995184
